City,State,CityState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Ledge,MI,"Grand Ledge, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millbrook,AL,"Millbrook, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarkesville,GA,"Clarkesville, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powder Springs,GA,"Powder Springs, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Creek,FL,"Coconut Creek, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitan,NM,"Capitan, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eaton Rapids Township,MI,"Eaton Rapids Township, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury,MA,"Tewksbury, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Rio,TX,"Del Rio, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provo,UT,"Provo, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colton,OR,"Colton, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex,MD,"Essex, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Manuel,AZ,"San Manuel, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atwood,TN,"Atwood, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dadeville,AL,"Dadeville, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port St. Joe,FL,"Port St. Joe, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenwood Springs,CO,"Glenwood Springs, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasco,WA,"Pasco, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smyrna Mills,ME,"Smyrna Mills, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Del Rey,CA,"Marina Del Rey, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocona,TX,"Nocona, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New City,NY,"New City, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax,VA,"Fairfax, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calimesa,CA,"Calimesa, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorena,TX,"Lorena, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeryville,CA,"Emeryville, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,GA,"Douglas, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electra,TX,"Electra, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay City,MI,"Bay City, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hummelstown,PA,"Hummelstown, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset,TX,"Sunset, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosenberg,TX,"Rosenberg, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morenci,AZ,"Morenci, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasco,CA,"Wasco, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hope,MN,"New Hope, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bruno,CA,"San Bruno, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahoka,TX,"Tahoka, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winslow,NJ,"Winslow, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rexburg,ID,"Rexburg, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levelland,TX,"Levelland, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauderhill,FL,"Lauderhill, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Blanca,TX,"Sierra Blanca, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roma,TX,"Roma, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derry,NH,"Derry, NH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinsonville,MS,"Robinsonville, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weymouth,MA,"Weymouth, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunlock,KY,"Gunlock, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maricopa,AZ,"Maricopa, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Center,MN,"Brooklyn Center, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabank,TX,"Mabank, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutley,NJ,"Nutley, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield,CA,"Fairfield, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ville Platte,LA,"Ville Platte, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomington,MN,"Bloomington, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crab Orchard,KY,"Crab Orchard, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draper,UT,"Draper, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Bridge,NJ,"Old Bridge, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catskill,NY,"Catskill, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robertsville,MO,"Robertsville, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jourdanton,TX,"Jourdanton, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcola,IL,"Arcola, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,AR,"England, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syracuse,UT,"Syracuse, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strong,AR,"Strong, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntley,MT,"Huntley, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeport,TX,"Freeport, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk,NE,"Norfolk, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemont,IL,"Rosemont, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assaria,KS,"Assaria, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knoxville,PA,"Knoxville, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaumakani,HI,"Kaumakani, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelton,WA,"Shelton, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Largo,FL,"Key Largo, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatham,MA,"Chatham, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Hill,KY,"Olive Hill, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drexel Hill,PA,"Drexel Hill, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safford,AL,"Safford, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewey,AZ,"Dewey, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stansbury Park,UT,"Stansbury Park, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin,NJ,"Franklin, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly Pond,AL,"Holly Pond, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas city,TX,"Texas city, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford,OH,"Bedford, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coachella,CA,"Coachella, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reedsport,OR,"Reedsport, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley,MO,"Berkeley, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independence,KY,"Independence, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elbow Lake,MN,"Elbow Lake, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer Lodge,MT,"Deer Lodge, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Creek,CA,"Willow Creek, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paragon,IN,"Paragon, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshalltown,IA,"Marshalltown, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoreview,MN,"Shoreview, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Mesa,CA,"Costa Mesa, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texarkana,TX,"Texarkana, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeland,MS,"Ridgeland, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Vernon,OH,"Mount Vernon, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon City,CO,"Canon City, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildomar,CA,"Wildomar, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Station,IN,"Lake Station, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lansing Township,MI,"Lansing Township, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yulee,FL,"Yulee, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Woods,NC,"Trent Woods, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,SC,"Camden, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairo,GA,"Cairo, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Berwick,ME,"South Berwick, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Springs,NC,"Red Springs, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crittenden,KY,"Crittenden, KY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elko,NV,"Elko, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aztec,NM,"Aztec, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westchase,FL,"Westchase, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewisville,TX,"Lewisville, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Versailles,MO,"Versailles, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Arena,CA,"Point Arena, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Covina,CA,"West Covina, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Havasu,AZ,"Lake Havasu, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,CA,"Sonora, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Jordan,UT,"South Jordan, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrevport,LA,"Shrevport, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarkton,MO,"Clarkton, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunedin,FL,"Dunedin, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillipsburg,NJ,"Phillipsburg, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverness,FL,"Inverness, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deming,WA,"Deming, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boyceville,WI,"Boyceville, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chippewa Falls,WI,"Chippewa Falls, WI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menlo Park,CA,"Menlo Park, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Brunswick,NJ,"North Brunswick, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Arbor,MI,"Ann Arbor, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucerne,CA,"Lucerne, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NJ,"Manchester, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westland,MI,"Westland, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome,ID,"Jerome, ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartselle,AL,"Hartselle, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitts Hall,OH,"Kitts Hall, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Park,IL,"Highland Park, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Miami Beach,FL,"North Miami Beach, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marietta,OH,"Marietta, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maplewood,MN,"Maplewood, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado Springs,MO,"El Dorado Springs, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Au Sable,NY,"Au Sable, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suisun City,CA,"Suisun City, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford,VA,"Bedford, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gretna,FL,"Gretna, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount,CA,"Paramount, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maywood,IL,"Maywood, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Española,NM,"Española, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth,MA,"Dartmouth, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suitland,MD,"Suitland, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centreville,IL,"Centreville, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Euclid,OH,"South Euclid, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie,AR,"Leslie, AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior,AL,"Warrior, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantril,IA,"Cantril, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhart,TX,"Dalhart, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiro,OK,"Spiro, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion,TX,"Marion, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludlow,ME,"Ludlow, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Ford,CO,"Rocky Ford, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartlett,TN,"Bartlett, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Island,SC,"James Island, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergen,NJ,"Bergen, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New London,CT,"New London, CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athens,GA,"Athens, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conshohocken,PA,"Conshohocken, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchellville,IA,"Mitchellville, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chester,ME,"Chester, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Way,TN,"Three Way, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blossom,TX,"Blossom, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin,GA,"Dublin, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaPlace,LA,"LaPlace, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia,MS,"Magnolia, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homosassa,FL,"Homosassa, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daytona Beach,FL,"Daytona Beach, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballston Spa,NY,"Ballston Spa, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine,AZ,"Pine, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermantown,MN,"Hermantown, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washburn,TN,"Washburn, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutherford,NJ,"Rutherford, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelahatchie,MS,"Pelahatchie, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeling,IL,"Wheeling, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pigeon Forge,TN,"Pigeon Forge, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saratoga Springs,UT,"Saratoga Springs, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington City,UT,"Washington City, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinton,TX,"Sinton, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilton Manors,FL,"Wilton Manors, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Johns,FL,"St. Johns, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton,TN,"Dayton, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapolei,HI,"Kapolei, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henryetta,OK,"Henryetta, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claude,TX,"Claude, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoisington,KS,"Hoisington, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Braunfels,TX,"New Braunfels, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littlefield,AZ,"Littlefield, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pendleton,OR,"Pendleton, OR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsey,MN,"Ramsey, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Oak,CA,"Live Oak, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallback,WV,"Wallback, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dingess,WV,"Dingess, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake City,FL,"Lake City, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellicott City,MD,"Ellicott City, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa,KS,"Ottawa, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aransas Pass,TX,"Aransas Pass, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methuen,MA,"Methuen, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hapeville,GA,"Hapeville, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Hall,MD,"Perry Hall, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeRidder,LA,"DeRidder, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harriman,TN,"Harriman, TN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haysville,KS,"Haysville, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpentersville,IL,"Carpentersville, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,ME,"Mexico, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnell,FL,"Bunnell, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choctaw,MS,"Choctaw, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suffern,NY,"Suffern, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield Township,MI,"Fairfield Township, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dekalb,TX,"Dekalb, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palenville,NY,"Palenville, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Park,CA,"Walnut Park, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Valleys,PA,"Seven Valleys, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson,MO,"Ferguson, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaqua,PA,"Tamaqua, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folsom,CA,"Folsom, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Springs,FL,"Miami Springs, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beavercreek,OH,"Beavercreek, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagrange,ME,"Lagrange, ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinetop,AZ,"Pinetop, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,NJ,"Berlin, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedwig,TX,"Hedwig, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pana,IL,"Pana, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethete,WY,"Ethete, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomburg,TX,"Bloomburg, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntington,WV,"Huntington, WV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake,UT,"Salt Lake, UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle Isle,FL,"Belle Isle, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross City,FL,"Cross City, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George,SC,"St. George, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joya,TX,"La Joya, TX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell,FL,"Bell, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Marsh,MD,"White Marsh, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adairsville,GA,"Adairsville, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
